Id,SalePrice
1461,128282.85205805163
1462,156249.34013611535
1463,192485.54430717745
1464,200831.46632558826
1465,200135.68484926742
1466,174735.52197631382
1467,176428.13515903556
1468,164502.4110165386
1469,194230.5194697718
1470,123116.56756049133
1471,192339.15220248877
1472,104312.08456785223
1473,102387.52957279426
1474,146319.046782904
1475,112092.92019184491
1476,352942.77589062374
1477,241758.23178634405
1478,300316.2634621185
1479,294165.8341053501
1480,488322.34243230015
1481,321280.69903075095
1482,221746.2072962686
1483,180369.7448424552
1484,162640.34233351392
1485,191338.54999346333
1486,193720.78793904922
1487,339518.3941650979
1488,242579.62471014657
1489,193029.3869235804
1490,246544.41983567295
1491,198319.62066088238
1492,95826.69389144347
1493,191655.3599468667
1494,287077.56041614775
1495,283584.0316708708
1496,235966.2276625707
1497,186202.30037309966
1498,176807.95185574205
1499,166638.31616603557
1500,166151.462558326
1501,179408.63241478597
1502,150769.91955657583
1503,274586.3547142221
1504,243440.64751320364
1505,224176.66874170033
1506,190093.4188549011
1507,252482.90257089888
1508,219604.7300055296
1509,159946.13209352392
1510,143407.50515973876
1511,150253.37335340006
1512,176573.82095056813
1513,155209.0183984809
1514,147311.2952445188
1515,198572.27124981934
1516,151067.35764003237
1517,166280.70325762403
1518,134693.0952965982
1519,208234.3850955244
1520,129170.73161577663
1521,136180.04618759005
1522,180522.75807200436
1523,118542.07017287501
1524,133059.63695597684
1525,119751.23189756929
1526,112300.8328643105
1527,117699.47326622401
1528,137061.6794252774
1529,153211.1765183857
1530,184849.2682460601
1531,111637.09908128357
1532,99832.75306278067
1533,143415.882319319
1534,130248.19398902141
1535,162726.62724633468
1536,112909.88743300042
1537,87232.17863292796
1538,145167.68657345028
1539,198390.3243207095
1540,91566.11582549803
1541,142126.03858442133
1542,150476.92729034825
1543,185559.41427302125
1544,90161.62102342892
1545,114911.10870616743
1546,138283.57685164094
1547,133158.0933870505
1548,145619.92710802893
1549,128829.74607166823
1550,137676.20600940008
1551,108732.37848721886
1552,143973.31417124716
1553,146380.40683937632
1554,115571.98006831316
1555,168511.95722921134
1556,83821.54549843639
1557,105156.01211751651
1558,101790.11902028749
1559,82219.6370843485
1560,136039.53901797556
1561,121687.54589309139
1562,136531.88507725377
1563,123755.6484424085
1564,167516.8258694072
1565,161582.36544466647
1566,240267.53097004365
1567,82611.99082134657
1568,240044.65784262205
1569,141318.96941472866
1570,144220.98221464863
1571,132510.78860609856
1572,143772.17733147976
1573,226542.0014344004
1574,117754.83425981252
1575,229075.0422444692
1576,242749.91152302566
1577,182173.55210926977
1578,143680.40927093968
1579,153257.3713070742
1580,197683.44829142484
1581,161710.44998587886
1582,123184.5122538591
1583,278956.10477394087
1584,224181.024944837
1585,133243.30734037238
1586,66121.31818038765
1587,108106.78718783979
1588,155271.81499904417
1589,100475.83551705441
1590,132465.90597460195
1591,93947.67634598717
1592,123951.25379270953
1593,121742.23317049631
1594,131241.23655922033
1595,126303.30092378962
1596,234915.60856298247
1597,199063.0776147489
1598,225853.3650039309
1599,166633.7848869011
1600,164748.46541045408
1601,78299.63337629412
1602,126726.99129653184
