Id,SalePrice
1461,134089.04701734474
1462,169735.8485215967
1463,196229.25342495367
1464,205411.10135044798
1465,202223.30074268044
1466,175032.65205338658
1467,179167.30969735858
1468,168538.1824862151
1469,192525.14859436118
1470,127577.06706136155
1471,187342.16896868002
1472,103423.82133268619
1473,103170.07676282129
1474,149819.82602663926
1475,112798.94570074062
1476,354843.5378290479
1477,246935.73386683667
1478,304226.47754123213
1479,293651.79977124766
1480,505467.20514662476
1481,340279.96068826155
1482,224808.85770046394
1483,182272.3003769137
1484,164910.22781989764
1485,202174.1158185737
1486,197262.52216080495
1487,343371.70222559595
1488,245909.4248806795
1489,196762.88958537864
1490,259893.31976535323
1491,201090.69734288144
1492,101448.80181907165
1493,194112.47977263082
1494,295441.5846727316
1495,289315.2986748304
1496,242108.64031190507
1497,189854.07464846456
1498,189199.37920529535
1499,172687.4376918314
1500,167612.130382199
1501,184752.0834666349
1502,151754.51950967664
1503,274006.0479305336
1504,248519.22778799027
1505,231153.61157485648
1506,194027.55636309626
1507,246816.7004758594
1508,224666.17891488294
1509,158889.00786644864
1510,148810.07825923336
1511,160747.3155737286
1512,176866.72109657482
1513,156766.1369201098
1514,155357.55956445073
1515,199015.6999623279
1516,150468.83328984407
1517,167548.09706231294
1518,137412.64807973022
1519,209818.39925011754
1520,135091.3713102011
1521,140219.01690779167
1522,183534.55859641635
1523,119529.36447206767
1524,134609.64576054638
1525,123496.44088276196
1526,116230.09492276356
1527,116442.85810496462
1528,134972.2196297632
1529,163738.28911338034
1530,195933.07122407496
1531,116680.51296835214
1532,103653.86958943577
1533,145968.5474325429
1534,131588.06797206026
1535,160956.33730247026
1536,115311.6319419308
1537,78335.11581155255
1538,153114.65572967115
1539,198465.92391779224
1540,90916.07455683898
1541,146279.77980165128
1542,155491.84366159083
1543,194009.08172114042
1544,93860.18634067712
1545,118795.48126524652
1546,145275.9969667343
1547,146234.2900171464
1548,146983.45462291403
1549,126826.48722277593
1550,145227.41551643625
1551,109844.16452214852
1552,148166.99667932696
1553,150833.95232189418
1554,117252.79367114074
1555,180631.78123036938
1556,87028.38089355081
1557,109575.60639209114
1558,105632.25288688272
1559,86761.62673820129
1560,136976.58393013052
1561,121263.96182535194
1562,137580.79952212653
1563,128278.21077814473
1564,170012.44829727142
1565,168052.36128210253
1566,242533.55205374135
1567,82797.68842604467
1568,256512.02732686242
1569,148939.20379412285
1570,145812.16946696688
1571,126519.38377402634
1572,144688.63856978322
1573,219868.11289789822
1574,118733.0100945754
1575,239339.83513016775
1576,233868.4752911194
1577,184795.56820578512
1578,142304.51541295132
1579,158988.92933644695
1580,202046.69150767365
1581,165272.29097521643
1582,129768.28829020359
1583,281256.7489749321
1584,227115.92253902447
1585,133752.16973932533
1586,72707.7257895159
1587,115054.56245783021
1588,160785.018028737
1589,101415.2762148776
1590,132423.7285704555
1591,100361.94264788993
1592,124661.33625399394
1593,128655.56345965824
1594,137866.47662921043
1595,125847.07062729792
1596,237151.41280367083
1597,191734.5668087983
1598,230821.09009306008
1599,169948.9440781592
1600,170742.1923493089
1601,76469.96701242492
1602,127028.41005260877
1603,79051.00651171037
1604,274249.78290049406
1605,235824.85663630717
1606,171253.59580190585
1607,176172.6227816624
1608,213149.84886656617
1609,179589.24064073223
1610,158116.30192297095
1611,142335.93873028277
1612,178890.403164123
1613,175433.8668862928
1614,133460.10207248342
1615,98443.1070862257
1616,84814.26426456217
1617,100633.36388322109
1618,142773.44449118376
1619,145206.04210351032
1620,157336.08924598777
1621,139222.64154362082
1622,150167.73571261787
1623,266076.2219588539
1624,218382.24949686887
1625,118775.14318987138
1626,176178.06315702095
1627,203797.16465641698
1628,279687.78349262086
1629,190968.90452103163
1630,323461.0404826267
1631,224221.96573209207
1632,244906.43093966856
1633,182702.11127041094
1634,190139.89415739352
1635,176610.06687504504
1636,155478.77219601488
1637,208393.24953735212
1638,188199.43836453147
1639,187769.886550625
1640,253441.80888861412
1641,188315.80302156025
1642,257855.3939875468
1643,225612.51522142167
1644,254996.15887444437
1645,207091.05018820544
1646,156843.16028107496
1647,158229.28494131917
1648,135529.51919233942
1649,151365.5977011868
1650,116326.3261422652
1651,127395.96979760863
1652,102702.81251148928
1653,104889.57449268842
1654,149805.89105775944
1655,132160.87716808968
1656,148617.75219991023
1657,155771.65737924393
1658,156287.39952462635
1659,119552.53376873437
1660,164900.35457006187
1661,413269.64104866184
1662,376857.1967691777
1663,365803.5380280079
1664,419239.3245869434
1665,306312.27740131994
1666,326717.31287511316
1667,369298.5507761369
1668,349588.1086182549
1669,303846.3367473319
1670,341875.78492034
1671,269726.9314955328
1672,406083.7762070984
1673,311421.9937730564
1674,239686.87343159455
1675,209924.52987332485
1676,190159.643419617
1677,224547.2853261961
1678,395803.3322326886
1679,390701.81053561746
1680,332538.6365725618
1681,262689.58484910853
1682,315320.4792392518
1683,190974.756871627
1684,185454.49299084165
1685,184375.16649454026
1686,173007.77984715393
1687,179296.69679331436
1688,192380.16580928094
1689,203811.63905408914
1690,202398.8199447111
1691,192783.58075353794
1692,260797.87400962194
1693,183237.99790401573
1694,189904.32596650894
1695,170629.95682458446
1696,268614.46112519153
1697,175068.06173889295
1698,344260.1712304861
1699,308800.5176544117
1700,255530.93066213652
1701,270135.41020523926
1702,232881.96689193943
1703,238422.02098451505
1704,263198.74069004046
1705,251623.3756442608
1706,368828.6594592057
1707,210110.69451429503
1708,211343.21723134984
1709,256925.32387291617
1710,231604.15985875332
1711,278942.413461072
1712,257703.17397922775
1713,272158.34327133093
1714,229760.57695360415
1715,209863.0094989345
1716,188134.5695640343
1717,181752.07317203254
1718,144152.4518616321
1719,206759.74534224856
1720,219375.87945009652
1721,165863.5587039212
1722,134357.90085583038
1723,160006.45199207743
1724,196872.55446839923
1725,242807.65541149562
1726,189914.662468789
1727,158515.2467782767
1728,166256.23140378573
1729,173123.91111431722
1730,156588.22921667015
1731,117636.27324063101
1732,127069.10346644514
1733,119061.69783431967
1734,130776.67357042195
1735,121687.71694210642
1736,109262.65121727416
1737,281516.7820394023
1738,267903.3146948683
1739,223970.53463757652
1740,212748.55101393844
1741,186454.2225248515
1742,176572.0824552094
1743,181582.199762093
1744,356339.71971380076
1745,223211.9501989599
1746,182849.5460497282
1747,230998.3017964087
1748,214645.6414071372
1749,147250.10425581105
1750,122210.53205554199
1751,257319.19728424383
1752,124432.91889270401
1753,156239.73681031298
1754,201238.54678038534
1755,173560.96154287906
1756,130204.03862833857
1757,126589.58009296109
1758,151270.23421801915
1759,166510.08420637515
1760,173214.4694732383
1761,150928.89050529656
1762,187860.36324601425
1763,191605.07232635104
1764,123402.97369894644
1765,163180.30085215566
1766,192129.0277314868
1767,214609.2277767987
1768,149658.38555280634
1769,170746.74566046597
1770,156829.96017121713
1771,126467.04895401742
1772,138506.7095797886
1773,134204.63838568793
1774,145794.84129727166
1775,143964.97444385596
1776,134093.74996455407
1777,111148.0635133881
1778,146898.44907704566
1779,138920.89897971493
1780,174593.54645578697
1781,133637.65665712694
1782,95387.13805409167
1783,150783.9735054397
1784,120319.16700877604
1785,132828.34917180866
1786,139653.86115788162
1787,159148.73758361893
1788,71388.21813086182
1789,102677.95390189615
1790,89500.6473948428
1791,165241.21720443014
1792,165122.59411853828
1793,123702.37149725779
1794,154635.27040378697
1795,137879.96760480857
1796,140385.93306755478
1797,114440.4155140363
1798,125337.84006612349
1799,115955.57773379443
1800,140427.87861568265
1801,143639.90235108795
1802,136221.81604591524
1803,154671.56261465396
1804,143212.7563741893
1805,136291.9376349001
1806,124820.02290967474
1807,132882.82017230516
1808,129903.79437313249
1809,128662.99961557168
1810,144413.72872116196
1811,96730.00885672578
1812,103407.10448199764
1813,141694.45902928067
