Id,SalePrice
1461,153020.46513531863
1462,206967.08370449045
1463,227763.16751381403
1464,239781.4712247277
1465,235765.27754674468
1466,205155.0129257803
1467,203244.45660265785
1468,191730.1995812487
1469,233497.90582115122
1470,144850.32799823076
1471,198906.97994506714
1472,116095.82137688168
1473,116747.5993820073
1474,176939.33268820992
1475,136054.81581357494
1476,427332.37532440695
1477,303333.27167229605
1478,380414.71304242796
1479,340549.56559672207
1480,615310.8006869764
1481,371899.4018557565
1482,254804.7516859949
1483,214068.9317727188
1484,190290.4999034191
1485,216014.55363743906
1486,223794.9179423015
1487,390921.2268029878
1488,268338.09568741394
1489,236515.27137648078
1490,293603.3397176626
1491,233781.9995776073
1492,123378.18729060094
1493,201188.16979037548
1494,341769.55980827997
1495,332683.19479684025
1496,268508.10624298913
1497,239667.89861284036
1498,225928.35357498273
1499,195912.3506651425
1500,191986.39820718905
1501,219181.91675026377
1502,174637.0993842603
1503,328348.5154315251
1504,285581.2853965723
1505,266491.7141290151
1506,229841.72204721844
1507,287024.8909766579
1508,245414.0583176059
1509,177203.19202956453
1510,171742.90146782374
1511,196794.75082297937
1512,202935.0680950735
1513,171405.96285086035
1514,180244.57630407278
1515,219722.40200942967
1516,175197.8585447275
1517,200830.2739171884
1518,152276.55934501227
1519,244684.5920405112
1520,150790.70558746622
1521,165288.0710435515
1522,210718.34348250882
1523,140977.43406842428
1524,161411.7149582587
1525,143743.17390105073
1526,131783.43281839907
1527,132376.20094968763
1528,155980.43435398964
1529,191893.16697831996
1530,232708.2813612289
1531,133628.1977019819
1532,111613.49047231996
1533,181875.4435123985
1534,148952.56733725808
1535,184102.39984169355
1536,126348.45203258496
1537,97998.10491245799
1538,182751.91752190792
1539,235147.65843596566
1540,105247.2347388636
1541,170537.59273474393
1542,187616.67899492738
1543,236757.1095293007
1544,102003.16740780257
1545,139198.9674263909
1546,156917.58543292672
1547,163402.82721578432
1548,169278.23859254742
1549,144010.92292352754
1550,160591.550788264
1551,121007.24255631745
1552,173169.18784204617
1553,172662.06794344215
1554,135087.16689243776
1555,204108.77018985423
1556,94613.19905564062
1557,140295.1575303503
1558,125666.00438289237
1559,80042.04901863945
1560,151782.78966190782
1561,138384.8059521513
1562,154709.55508854048
1563,148073.87412528097
1564,193042.90583010326
1565,189999.17538906014
1566,279657.3198052276
1567,97810.29495768974
1568,289419.5560501443
1569,173417.0588193263
1570,156955.29807243383
1571,138244.66606678284
1572,171896.49971534085
1573,238284.51175115816
1574,137350.25345358608
1575,279613.0861529839
1576,258127.5734090024
1577,209003.30476390824
1578,169522.5641091743
1579,180217.24665751177
1580,232688.9362245876
1581,191437.61530087984
1582,147001.79114255562
1583,345736.4914267342
1584,257134.92567236008
1585,148847.53708255623
1586,91535.28114235942
1587,126175.74378393375
1588,180989.66538376402
1589,119445.56800799097
1590,150013.7430559276
1591,114420.3540544547
1592,151131.4709639878
1593,145081.91615543442
1594,165020.80874776104
1595,158295.1072698948
1596,280615.1241446654
1597,221851.6291210243
1598,268986.6095005968
1599,195421.58768045146
1600,192512.75434646104
1601,86660.54940324319
1602,146579.03925597243
1603,69355.76446152675
1604,314814.9432781046
1605,272443.3276986757
1606,198188.5861654779
1607,190548.83578051813
1608,245464.80018504208
1609,215568.420800652
1610,177901.6787759497
1611,160689.66717359444
1612,204077.63396078467
1613,200798.01161731072
1614,150693.66621141185
1615,110129.06547732704
1616,94729.11508934732
1617,112601.1311284156
1618,168243.7672411061
1619,163298.46785157573
1620,159361.64664559098
1621,160247.69379292498
1622,174837.33616709188
1623,296370.1629413499
1624,234782.14167506932
1625,134697.74346958395
1626,196255.12379351162
1627,231726.61936260344
1628,322090.77594843786
1629,210467.35144967478
1630,400599.55977715255
1631,276792.7638794164
1632,305408.1172212726
1633,193874.2603491122
1634,211689.85986277583
1635,201131.2669902746
1636,174867.00486142724
1637,247098.8021294213
1638,218177.93208504622
1639,218810.2553947142
1640,280534.16073695506
1641,215277.79465501697
1642,282846.7356260793
1643,263116.2921329054
1644,293433.27277066966
1645,244237.67553837007
1646,174590.06103314055
1647,183010.6315192703
1648,154017.6492787766
1649,166121.1160812515
1650,128979.0428022674
1651,141956.92913199958
1652,115988.33136093165
1653,117811.26899735667
1654,174740.69498276015
1655,155365.11641774772
1656,170834.3987363766
1657,181116.7739587036
1658,174890.82356408244
1659,141995.952046696
1660,181394.8622926175
1661,557341.9465446222
1662,472890.0920107444
1663,442885.5302295631
1664,622105.8792181079
1665,366174.2628418669
1666,354193.93774192646
1667,439246.8215199827
1668,405848.8082809059
1669,353947.0814843942
1670,402915.2198305167
1671,311956.9184276458
1672,501156.5512021444
1673,356696.7466511252
1674,285086.69331177935
1675,235593.126644652
1676,213696.11006453034
1677,260961.37445446418
1678,527818.429778781
1679,453942.8019852738
1680,398319.29753945995
1681,303068.0126582489
1682,365293.3309678132
1683,219558.57811310163
1684,205064.04919169657
1685,201281.06074953062
1686,195541.8545016026
1687,194263.73863079486
1688,214839.07024022902
1689,224133.92482725246
1690,224319.15899524794
1691,211374.81000728477
1692,292656.503798365
1693,194008.5235870095
1694,213407.0310002267
1695,188128.46184735
1696,320205.245922775
1697,197116.22761768338
1698,400687.6178825612
1699,362201.19656619226
1700,294449.3310085046
1701,314353.5997090496
1702,290852.27524758485
1703,286024.8345383309
1704,305639.50578907673
1705,273495.38124594284
1706,250989.33800536403
1707,238043.63431992644
1708,239489.21762414536
1709,313538.21102461545
1710,267535.19353146205
1711,317637.5083254828
1712,306822.5016394631
1713,314222.81144873815
1714,269397.3419623437
1715,240349.68786707873
1716,219216.7191273422
1717,202807.80988407208
1718,168167.86244255144
1719,242686.33403528325
1720,256054.21223054535
1721,178844.8625508594
1722,147310.89241682694
1723,174771.72782228424
1724,235420.43918485256
1725,283157.43469369656
1726,215821.1091017307
1727,177860.52617035623
1728,179819.2335749216
1729,202456.6383240573
1730,185092.4946186515
1731,131591.47291372358
1732,145090.68861675353
1733,135444.81366642143
1734,144725.24162373226
1735,126890.34835754162
1736,122400.8547867878
1737,350395.56128537055
1738,303967.9702222337
1739,259613.1182768556
1740,255851.94956663277
1741,212286.81672569553
1742,207206.6989168433
1743,204950.4428844724
1744,452447.79732070636
1745,258832.11732871266
1746,213852.09043763837
1747,267475.2533379795
1748,255253.9689785822
1749,164262.05463810742
1750,144613.5084673841
1751,284365.9206682067
1752,136646.93853322818
1753,180473.46474672738
1754,232788.44643692308
1755,202833.18013229148
1756,149766.4552640242
1757,141504.84502246996
1758,173834.2463228191
1759,194015.0505394652
1760,192720.669337183
1761,174156.47074137174
1762,218537.15668995067
1763,219907.150007981
1764,138723.85758921746
1765,168790.21790549514
1766,215084.49531525606
1767,252682.60057821003
1768,168754.87883043868
1769,196826.74800765605
1770,169408.79993652942
1771,141404.8847150705
1772,157553.50642988842
1773,148349.5840335079
1774,166562.64922527104
1775,160821.4548372332
