Id,SalePrice
1461,128172.16291402373
1462,155904.07724157933
1463,191967.75952940847
1464,200198.24029101452
1465,200729.8593119954
1466,175500.4174589948
1467,175865.05797905236
1468,164179.4702828721
1469,194381.5920221057
1470,123187.6512309607
1471,192005.89004892562
1472,104069.58268627097
1473,102327.70647028762
1474,145817.90958711065
1475,111918.92953723746
1476,352623.0051278089
1477,243004.45203602084
1478,301748.9207523985
1479,294036.5568960341
1480,490536.98260361125
1481,318457.93507457315
1482,221472.30781295127
1483,180616.91734897645
1484,162741.3677641716
1485,190730.98032573564
1486,193596.41085682352
1487,337411.87291592243
1488,243757.26499444825
1489,193111.08770558602
1490,245082.806348716
1491,198792.2022907114
1492,95603.0632322091
1493,190514.19378365087
1494,287786.21475250873
1495,282635.83819467615
1496,234576.20392531416
1497,187295.35680566586
1498,176620.0713554041
1499,166264.16226635777
1500,166066.5027734797
1501,180160.68461159364
1502,150556.7346898543
1503,275126.67247866915
1504,242880.57592770495
1505,223535.0176373241
1506,190317.19618173543
1507,253303.32907630334
1508,217753.84019791946
1509,159974.51843397212
1510,143392.8035003534
1511,150635.09018506616
1512,176755.8921673916
1513,155244.83828281044
1514,147833.69060108488
1515,197698.18439544062
1516,151727.79593674312
1517,167246.66703029996
1518,134412.52318808262
1519,208504.49554339985
1520,128951.7716153758
1521,136270.988136677
1522,179873.76512254716
1523,118756.47351751669
1524,133227.2135612119
1525,119752.1974859931
1526,112766.48460251714
1527,117979.9759774127
1528,136900.6943910511
1529,152997.10871474014
1530,184971.45060601857
1531,111427.69236896382
1532,99624.71314335038
1533,144355.13912260177
1534,129864.90957146484
1535,162473.91565852333
1536,111812.86647565334
1537,87757.28932007149
1538,145037.98895921075
1539,198738.36643227414
1540,91553.63164567963
1541,141593.80603155473
1542,150191.07676564055
1543,187388.4966934338
1544,89963.71035521849
1545,115716.74338548869
1546,137046.2953352342
1547,132138.81190736685
1548,146222.31144209375
1549,129995.14234913893
1550,137221.58033104148
1551,108251.84129538262
1552,144465.8164471461
1553,146225.52814921158
1554,115669.49926536382
1555,168711.3857896654
1556,83409.27871534311
1557,104506.95668671875
1558,101273.15316951826
1559,80652.15442718544
1560,135888.35762269117
1561,121486.49998665317
1562,135990.45404309512
1563,123398.66629866308
1564,168190.60395081513
1565,161485.85442287204
1566,240211.30782538877
1567,82548.76211665761
1568,238585.51834142927
1569,140988.24885180345
1570,143865.27323940242
1571,133049.2988209914
1572,144351.95025089054
1573,229656.60659121818
1574,117421.2488179314
1575,229291.08607774155
1576,243171.56254198938
1577,182011.30820169294
1578,143949.58021500913
1579,153305.58125456405
1580,197832.20271502034
1581,161028.13680881515
1582,122852.63117773499
1583,280689.9778395255
1584,224423.97428505457
1585,132687.81972056982
1586,65837.6904245589
1587,108405.62864274805
1588,155364.16789653935
1589,100669.36194091351
1590,132971.08070533167
1591,94065.41828567354
1592,124385.50014409819
1593,120937.83846977745
1594,133686.31475377412
1595,128062.34255340094
1596,234188.30825389168
1597,200180.1555956802
1598,227046.31119773764
1599,165864.46459290417
1600,163753.41290039103
1601,78387.12628628184
1602,126406.83951191998
1603,73270.16343457147
1604,271569.4293398383
1605,236641.90165379274
1606,169409.15240620117
1607,180591.47417655066
1608,210472.07266950328
1609,178606.76140825535
1610,154180.95415254857
1611,141387.66983318143
1612,179245.78581499483
1613,174869.24867980526
1614,134316.20893209736
1615,100290.72038862974
1616,84165.37221193594
1617,101623.08186886754
1618,132872.9589041449
1619,137813.46984324188
1620,174036.44359506527
1621,144965.38651004992
1622,149919.78867669884
1623,259390.28282360092
1624,215136.37918118061
1625,118143.10828062256
1626,171665.32864201604
1627,197294.10904914065
1628,279862.2113325063
1629,182951.4741183334
1630,337917.39696090965
1631,229895.45268578423
1632,244145.5307142013
1633,174151.63318690305
1634,185835.58979716356
1635,174238.50317054646
1636,152453.19632816387
1637,209581.27912660697
1638,182152.0764097227
1639,192357.08293438965
1640,250477.0079810658
1641,189290.52559753627
1642,246280.63581416523
1643,213482.641163981
1644,242252.52072254266
1645,202480.39334509065
1646,151403.32049107947
1647,156800.40009203603
1648,132226.40488638307
1649,144236.15184676324
1650,112682.42645613344
1651,128204.29048180027
1652,100856.90510816181
1653,103119.74982297678
1654,145595.34744785156
1655,132633.90800912678
1656,142662.14507315535
1657,148947.5282452551
1658,146503.5648364834
